genre_pop,is_holiday,marketing_spend,viewership,predicted_lift
37.454011884736246,0,0,3.3771095571072207,8.52405011163501
95.07143064099162,0,1,9.739642541030634,3.010532865575045
73.1993941811405,1,1,24.54602143498877,5.221987003507331
59.86584841970366,0,1,7.850719924907263,6.379420068866839
15.601864044243651,0,0,1.3762728392158334,10.615122509232265
15.599452033620263,0,0,1.5919957679523475,10.615353318984885
5.8083612168199465,0,0,2.1700368875724174,11.552280887790753
86.61761457749351,0,1,13.947244498855694,3.819494142689793
60.11150117432088,0,0,5.0040108796166525,6.355913102946448
70.80725777960456,0,1,11.698771970740134,5.332416393516212
2.0584494295802447,0,0,-1.3263967182633174,11.911116874484533
96.99098521619943,0,1,9.743874890384614,2.8268471419931895
83.24426408004217,1,1,24.61978955876127,4.260774845491136
21.233911067827616,0,0,-0.4237799904104369,10.076181524622822
18.182496720710063,0,0,0.98899587092728,10.368177000832539
18.34045098534338,0,0,-0.1563028212641366,10.353062065437243
30.42422429595377,0,0,4.141788802175896,9.196743473183467
52.475643163223786,1,0,20.850424514855355,7.205081024496106
43.19450186421157,0,0,1.716274220814495,7.974732020233434
29.122914019804192,0,0,-0.7937455638147188,9.321268257613294
61.18528947223795,1,1,23.750226229299862,6.3716388785544575
13.949386065204184,0,0,1.4263341984359352,10.773251179916237
29.21446485352181,1,0,15.358765098866776,9.430986150804703
36.63618432936917,0,0,2.770977402468228,8.602309541303228
45.6069984217036,0,0,4.159421244519496,7.743875767681361
78.51759613930136,0,1,12.735020821081203,4.594599871415753
19.96737821583597,0,0,4.077599606873275,10.19737839308544
51.42344384136116,1,1,20.089902459363437,7.305767921490297
59.24145688620425,0,0,5.1862668105575,6.439169248239249
4.645041271999773,0,0,0.8921217150821041,11.663601122485494
60.75448519014384,0,1,10.164047790778527,6.294384774591823
17.052412368729154,0,0,5.167580500407515,10.47631686024741
6.505159298527952,0,0,-0.6203038306046789,11.485602992052817
94.88855372533332,1,1,23.917414625985437,3.1465112570956553
96.56320330745594,0,1,13.112044193684582,2.867782383146345
80.83973481164611,0,1,10.81743042239621,4.372390131825058
30.46137691733707,0,0,-0.6470084038751271,9.193188270205706
9.767211400638388,0,0,0.1194120862307722,11.173451199925207
68.42330265121569,0,1,14.05888111185408,5.560541463988551
44.01524937396013,0,0,3.727734683825736,7.896193174735983
12.203823484477883,1,0,11.52751374552983,11.05876584971012
49.51769101112702,0,0,6.803113520118146,7.369654368992202
3.43885211152184,0,0,-0.3176645808939214,11.77902359162524
90.9320402078782,0,1,10.979678372699563,3.4066387834346274
25.87799816000169,1,0,14.886711995326788,9.750258812661507
66.2522284353982,0,1,13.541500419237575,5.768295566650194
31.171107608941096,0,0,7.880537824359202,9.125272829134474
52.00680211778108,0,0,6.855152427092954,7.1314667286893005
54.67102793432797,0,0,7.786782726209486,6.8765220382811645
18.485445552552704,0,0,0.83661215727956,10.339187267430836
96.95846277645586,0,1,9.948263788061048,2.8299592743358177
77.51328233611146,0,1,12.124662699238248,4.690704514662071
93.9498941564189,0,1,12.214339830519192,3.117854763765873
89.48273504276489,1,1,21.842974517270804,3.6638040338078772
59.78999788110851,1,1,23.649410940191974,6.505156908640444
92.18742350231167,0,1,12.798635203438264,3.286508836732997
8.84925020519195,0,0,1.6057118105553554,11.261292602604467
19.59828624191452,0,0,2.968404330959997,10.232697485948782
4.522728891053807,0,0,1.0342023493802666,11.675305420184166
32.53303307632643,0,0,2.239285989092532,8.994947665071791
38.8677289689482,0,0,2.858971643597134,8.38876891207579
27.134903177389592,0,0,0.3155875217512074,9.511504687873668
82.87375091519293,1,1,27.56955007837019,4.296229934739937
35.67533266935893,0,0,3.594433996174479,8.694255211774568
28.093450968738075,0,0,2.3596389852841035,9.419779478850852
54.26960831582485,0,1,10.142415837095085,6.914934623178219
14.092422497476264,0,0,7.280558054403183,10.759563759459532
80.21969807540397,0,1,9.853343935554207,4.431722592602653
7.455064367977082,0,0,-0.1121894144144385,11.394704821055544
98.68869366005173,0,1,12.83167367257212,2.664390284570276
77.22447692966574,0,1,13.200425931488557,4.718340837558277
19.87156815341724,0,0,3.903020925773092,10.206546634962544
0.5522117123602399,0,0,3.6704381867745504,12.055251544343497
81.54614284548342,1,1,25.012315310921423,4.423271203619361
70.68573438476172,1,1,21.887938400066663,5.462523753282456
72.90071680409874,1,1,23.48610974975644,5.2505679935078415
77.12703466859458,0,0,8.328368211887227,4.727665267539838
7.4044651734090365,0,0,4.876898600352551,11.39954675146322
35.84657285442726,1,0,12.789046328594132,8.796347483713172
11.586905952512971,0,0,3.563843605701752,10.999321266462461
86.31034258755935,0,1,12.359828739092832,3.848897567076091
62.329812682755794,0,1,13.67566107045896,6.14363877648573
33.08980248526492,0,0,3.104990815254628,8.941669371727077
6.355835028602364,1,0,10.950718242607582,11.618370668916443
31.09823217156622,0,0,4.611568775959286,9.13224641437057
32.518332202674706,0,0,4.5606952744787135,8.996354418830649
72.96061783380641,0,1,13.944113931479444,5.12635739170559
63.75574713552131,0,1,11.973390729242729,6.007188474358646
88.72127425763266,1,1,22.800355953360302,3.7366696230975593
47.22149251619493,0,0,1.60457526157181,7.5893818450831105
11.959424593830173,0,0,2.83468899566183,10.963674269465425
71.3244787222995,1,0,19.98022683711792,5.401401127575532
76.07850486168974,0,1,10.06843473427208,4.828001021868474
56.12771975694962,0,0,4.535624629101714,6.737128506609858
77.0967179954561,0,1,11.066482376097118,4.730566326000982
49.37955963643908,0,1,9.034031136035164,7.382872415426835
52.27328293819941,0,0,3.591963500609673,7.105966686673601
42.75410183585496,0,0,2.007749469972788,8.016874712563709
2.541912674409519,0,0,-0.5707667563349215,11.86485338341287
10.789142699330444,0,0,-0.398480726726081,11.075660705986854
3.142918568673425,1,0,9.060282015133843,11.925820580668086
63.64104112637804,0,1,16.045180461138962,6.018164904287131
31.435598107632668,0,0,5.648641272821728,9.099963244681827
50.85706911647028,0,0,3.527668068607057,7.241486803658438
90.7566473926093,0,1,12.54484279330722,3.423422445957086
24.929222914887493,0,0,3.32785247113134,9.722570307075483
41.038292303562976,1,0,18.48600093990325,8.299542258185657
75.55511385430486,1,1,22.362789946679843,4.9965638359090025
22.879816549162246,0,0,4.472195222881076,9.918681788386584
7.697990982879299,1,0,11.67398848987406,11.489937286086281
28.9751452913768,0,0,0.2257897208004537,9.33540852023178
16.122128725400444,0,0,3.060485991169039,10.565337420729625
92.96976523425732,0,1,14.581516848244858,3.211645111066243
80.8120379564417,1,1,29.17581794706137,4.493519056673504
63.34037565104234,0,1,9.600549469819573,6.046936139086299
